Title,Date,Link,Company
Investment Analyst – Co-op Trust Investment Services Limited (CISL) at Co-operative Bank of Kenya, 07/Dec/2022,https://jobwebkenya.com/jobs/investment-analyst-co-op-trust-investment-services-limited-cisl-co-operative-bank-kenya/,Co-operative Bank of Kenya
Quality Assurance Officer at Premier Hospital, 07/Dec/2022,https://jobwebkenya.com/jobs/quality-assurance-officer-premier-hospital/,Premier Hospital
"Government Liaison Officer, Institute for Human Development at Aga Khan University Hospital", 07/Dec/2022,https://jobwebkenya.com/jobs/government-liaison-officer-institute-human-development-aga-khan-university-hospital-2/,Aga Khan University Hospital
Environmental Safeguards Manager at Catholic Relief, 07/Dec/2022,https://jobwebkenya.com/jobs/environmental-safeguards-manager-catholic-relief/,Catholic Relief
Deputy Head of Programming at Catholic Relief, 07/Dec/2022,https://jobwebkenya.com/jobs/deputy-head-programming-catholic-relief/,Catholic Relief
"Future Leaders Programme – Planning, Logistics and Procurement at Unilever", 07/Dec/2022,https://jobwebkenya.com/jobs/future-leaders-programme-planning-logistics-procurement-unilever/,Unilever
Occupational Therapist at AIC Kijabe Hospital, 07/Dec/2022,https://jobwebkenya.com/jobs/occupational-therapist-aic-kijabe-hospital/,AIC Kijabe Hospital
Finance & Administration Officer at Women 4 Cancer, 07/Dec/2022,https://jobwebkenya.com/jobs/finance-administration-officer-women-4-cancer/,Women 4 Cancer
Compliance Manager at Christian Blind Mission (CBM), 07/Dec/2022,https://jobwebkenya.com/jobs/compliance-manager-christian-blind-mission-cbm/,Christian Blind Mission (CBM)
Sales Trainee at Kwara, 07/Dec/2022,https://jobwebkenya.com/jobs/sales-trainee-kwara/,Kwara
Account Manager at Summit Recruitment and Search, 07/Dec/2022,https://jobwebkenya.com/jobs/account-manager-summit-recruitment-search/,Summit Recruitment and Search
Head of Marketing at Summit Recruitment and Search, 07/Dec/2022,https://jobwebkenya.com/jobs/head-marketing-summit-recruitment-search-2/,Summit Recruitment and Search
Digital Marketing Executive at SportPesa, 07/Dec/2022,https://jobwebkenya.com/jobs/digital-marketing-executive-sportpesa/,SportPesa
Logistics Assistants at Eagle HR Consultants, 07/Dec/2022,https://jobwebkenya.com/jobs/logistics-assistants-eagle-hr-consultants/,Eagle HR Consultants
Finance and Admin Officer at Eagle HR Consultants, 07/Dec/2022,https://jobwebkenya.com/jobs/finance-admin-officer-eagle-hr-consultants-3/,Eagle HR Consultants
Category Manager at Eagle HR Consultants, 07/Dec/2022,https://jobwebkenya.com/jobs/category-manager-eagle-hr-consultants-2/,Eagle HR Consultants
Kitchen Manager at Earlybird Schools, 07/Dec/2022,https://jobwebkenya.com/jobs/kitchen-manager-earlybird-schools/, Earlybird Schools
Lab Technician at Earlybird Schools, 07/Dec/2022,https://jobwebkenya.com/jobs/lab-technician-earlybird-schools/,Earlybird Schools
Head of Upper Primary (Grade 4 -8) at Earlybird Schools, 07/Dec/2022,https://jobwebkenya.com/jobs/head-upper-primary-grade-4-8-earlybird-schools/,Earlybird Schools
School Librarian at Earlybird Schools, 07/Dec/2022,https://jobwebkenya.com/jobs/school-librarian-earlybird-schools/,"General Requirements To have overall responsibility for the management of the School Library. To select, acquire, purchase, organise, advise on and promote learning resources in all formats which support the curriculum and learning and teaching in consultation with school management and other teaching staff. To index, catalogue and classify learning resources in the library resource center and develop and maintain accurate and reliable catalogue and lending systems. To collaborate with teaching staff in the planning, development, delivery and evaluation of relevant learning and study skills programmes in the library resource center. To open the library before school, break-time, lunch-time and after school. To promote the use of the library resource center to the school community and foster an atmosphere which is conductive to positive learning experiences for users of the service. This will include ensuring a high standard of display and promotional material is available. To supervise and train staff on duty in the library. To assist in developing, implementing and maintaining a policy for the management and use of the library resource center as a resource which supports learning and teaching in the school. To manage and organise resources, facilities and services provided by the library resource center to allow flexible access and support for curricular activities, study support, independent and recreational use. To provide guidance, where appropriate in the use of ICT applications and other library resource center facilities. Qualifications A Bachelor’s degree or Diploma in Library or Information studies or its equivalent or any other related field from a recognized institution. At least 3 years’ experience performing library services preferably in a school setup. Proficiency in computer applications. Record Management skills will be an added advantage. Ability to manage a library and its collection"
.NET Software Engineer at TransPerfect, 07/Dec/2022,https://jobwebkenya.com/jobs/net-software-engineer-transperfect/,TransPerfect
Embedded Hardware Engineer at Data Integrated Limited, 07/Dec/2022,https://jobwebkenya.com/jobs/embedded-hardware-engineer-data-integrated-limited/,Data Integrated Limited
Java Developer at Data Integrated Limited, 07/Dec/2022,https://jobwebkenya.com/jobs/java-developer-data-integrated-limited/,Data Integrated Limited
"Associate, Financial Markets Sales at Standard Chartered Bank Kenya", 07/Dec/2022,https://jobwebkenya.com/jobs/associate-financial-markets-sales-standard-chartered-bank-kenya/,Standard Chartered Bank Kenya
Graduate Trainees at CR Advocates LLP, 07/Dec/2022,https://jobwebkenya.com/jobs/graduate-trainees-cr-advocates-llp/,CR Advocates LLP
"Regional Infrastructure Services Lead, Africa at Water.org", 07/Dec/2022,https://jobwebkenya.com/jobs/regional-infrastructure-services-lead-africa-water-org/,Water.org
Governance and Accountability Programme Officer at Oxfam, 07/Dec/2022,https://jobwebkenya.com/jobs/governance-accountability-programme-officer-oxfam/,Oxfam
Travel Product Designer & Consultant at Bobu Africa, 07/Dec/2022,https://jobwebkenya.com/jobs/travel-product-designer-consultant-bobu-africa-2/,Bobu Africa
Videographer and Reels Creator at Bobu Africa, 07/Dec/2022,https://jobwebkenya.com/jobs/videographer-reels-creator-bobu-africa/,Bobu Africa
Lifestyle Product Designer at Bobu Africa, 07/Dec/2022,https://jobwebkenya.com/jobs/lifestyle-product-designer-bobu-africa/,Bobu Africa
Salesperson – New Equipment Business at KONE Corporation, 07/Dec/2022,https://jobwebkenya.com/jobs/salesperson-new-equipment-business-kone-corporation-2/,KONE Corporation
Trainee Consultant – Company Secretarial Services at Adili Group, 07/Dec/2022,https://jobwebkenya.com/jobs/trainee-consultant-company-secretarial-services-adili-group/,Adili Group
Team Leader at 4G Capital, 07/Dec/2022,https://jobwebkenya.com/jobs/team-leader-4g-capital/,4G Capital
Sales and Collection Interns at 4G Capital, 07/Dec/2022,https://jobwebkenya.com/jobs/sales-collection-interns-4g-capital/,4G Capital
Data & Analytics Specialist at Kenya Wine Agencies Limited (KWAL), 07/Dec/2022,https://jobwebkenya.com/jobs/data-analytics-specialist-kenya-wine-agencies-limited-kwal/,Kenya Wine Agencies Limited (KWAL)
Telesales Executive at Frank Management Consult Ltd, 07/Dec/2022,https://jobwebkenya.com/jobs/telesales-executive-frank-management-consult-ltd/,Frank Management Consult Ltd
Regional Education Technical Quality Assurance Lead at Education Development Trust – CfBT, 07/Dec/2022,https://jobwebkenya.com/jobs/regional-education-technical-quality-assurance-lead-education-development-trust-cfbt/,Education Development Trust – CfBT
CVM Development Engineer – 2 Positions at Safaricom Kenya, 07/Dec/2022,https://jobwebkenya.com/jobs/cvm-development-engineer-2-positions-safaricom-kenya/,Safaricom Kenya
CVM Operations Engineer – 2 Positions at Safaricom Kenya, 07/Dec/2022,https://jobwebkenya.com/jobs/cvm-operations-engineer-2-positions-safaricom-kenya/,Safaricom Kenya
Postmaster General / Chief Executive Officer at Postal Corporation of Kenya, 07/Dec/2022,https://jobwebkenya.com/jobs/postmaster-general-chief-executive-officer-postal-corporation-kenya/,Postal Corporation of Kenya
Director /CEO at Kenya Water Institute (KEWI), 07/Dec/2022,https://jobwebkenya.com/jobs/director-ceo-kenya-water-institute-kewi/,Kenya Water Institute (KEWI)
Group Life Administrator at Old Mutual Kenya, 07/Dec/2022,https://jobwebkenya.com/jobs/group-life-administrator-old-mutual-kenya/,Old Mutual Kenya
Graduate Trainee Programme at Lami, 07/Dec/2022,https://jobwebkenya.com/jobs/graduate-trainee-programme-lami/,Lami
Climate Justice Policy Lead at Christian Aid, 07/Dec/2022,https://jobwebkenya.com/jobs/climate-justice-policy-lead-christian-aid/,Christian Aid
Human Resource Officer at PCEA Kikuyu Hospital, 07/Dec/2022,https://jobwebkenya.com/jobs/human-resource-officer-pcea-kikuyu-hospital/,PCEA Kikuyu Hospital
Neonatal Nurse at St. Lukes Orthopaedics & Trauma Hospital, 07/Dec/2022,https://jobwebkenya.com/jobs/neonatal-nurse-st-lukes-orthopaedics-trauma-hospital/,St. Lukes Orthopaedics & Trauma Hospital
Dental Officer at St. Lukes Orthopaedics & Trauma Hospital, 07/Dec/2022,https://jobwebkenya.com/jobs/dental-officer-st-lukes-orthopaedics-trauma-hospital-2/,St. Lukes Orthopaedics & Trauma Hospital
Finance Manager (1 position) at Homa-Bay County Water and Sanitation Company Limited, 07/Dec/2022,https://jobwebkenya.com/jobs/finance-manager-1-position-homa-bay-county-water-sanitation-company-limited/,
Managing Director (1 position) at Homa-Bay County Water and Sanitation Company Limited, 07/Dec/2022,https://jobwebkenya.com/jobs/managing-director-1-position-homa-bay-county-water-sanitation-company-limited/,Homa-Bay County Water and Sanitation Company Limited
Transport & Logistics Coordinator at GCC Services, 07/Dec/2022,https://jobwebkenya.com/jobs/transport-logistics-coordinator-gcc-services/,GCC Services
Members of the Audit Committee [2) positions at Kirinyaga County, 07/Dec/2022,https://jobwebkenya.com/jobs/members-audit-committee-2-positions-kirinyaga-county/,
Chairperson of the Audit Committee (1) position at Kirinyaga County, 07/Dec/2022,https://jobwebkenya.com/jobs/chairperson-audit-committee-1-position-kirinyaga-county/,
Legal Counsel (1 Position) at Kirinyaga County, 07/Dec/2022,https://jobwebkenya.com/jobs/legal-counsel-1-position-kirinyaga-county/,Kirinyaga County
Sign Language Interpreter (2 Positions) at Kirinyaga County, 07/Dec/2022,https://jobwebkenya.com/jobs/sign-language-interpreter-2-positions-kirinyaga-county/,Kirinyaga County
Retail Supervisor – Taveta at BBOXX, 07/Dec/2022,https://jobwebkenya.com/jobs/retail-supervisor-taveta-bboxx/,BBOXX
Industrial Placement Programme at Media Council of Kenya, 07/Dec/2022,https://jobwebkenya.com/jobs/industrial-placement-programme-media-council-kenya-3/,Media Council of Kenya
Production Supervisor at Nationwide Electrical Industries Ltd, 07/Dec/2022,https://jobwebkenya.com/jobs/production-supervisor-nationwide-electrical-industries-ltd/,Nationwide Electrical Industries Ltd
Lecturer in Pharmacognosy – School of Pharmacy at Mount Kenya University, 07/Dec/2022,https://jobwebkenya.com/jobs/lecturer-pharmacognosy-school-pharmacy-mount-kenya-university/,Mount Kenya University
Logistics Supervisor at Medecins Sans Frontieres (MSF), 07/Dec/2022,https://jobwebkenya.com/jobs/logistics-supervisor-medecins-sans-frontieres-msf-3/,Medecins Sans Frontieres (MSF)
Logistics Manager at Medecins Sans Frontieres (MSF), 07/Dec/2022,https://jobwebkenya.com/jobs/logistics-manager-medecins-sans-frontieres-msf/,Medecins Sans Frontieres (MSF)
Mission Emergency Focal Person at Medecins Sans Frontieres (MSF), 07/Dec/2022,https://jobwebkenya.com/jobs/mission-emergency-focal-person-medecins-sans-frontieres-msf/,Medecins Sans Frontieres (MSF)
Regional Sales Manager at Haco Industries Kenya Limited, 07/Dec/2022,https://jobwebkenya.com/jobs/regional-sales-manager-haco-industries-kenya-limited/,Haco Industries Kenya Limited
Site Reliability Engineer (Database) at Wikimedia Foundation, 07/Dec/2022,https://jobwebkenya.com/jobs/site-reliability-engineer-database-wikimedia-foundation/,Wikimedia Foundation
Software Developer – Java or C++ with Linux at Technobrain, 07/Dec/2022,https://jobwebkenya.com/jobs/software-developer-java-c-linux-technobrain/,Technobrain
Bancassurance Underwriting Officer at I&M Bank, 07/Dec/2022,https://jobwebkenya.com/jobs/bancassurance-underwriting-officer-im-bank/,I&M Bank
"Senior Officer, Systems Administrator at Gulf African Bank", 07/Dec/2022,https://jobwebkenya.com/jobs/senior-officer-systems-administrator-gulf-african-bank/,Gulf African Bank
"Senior Officer, Network Administrator at Gulf African Bank", 07/Dec/2022,https://jobwebkenya.com/jobs/senior-officer-network-administrator-gulf-african-bank/,Gulf African Bank
Research Officer I at International Livestock Research Institute (ILRI), 07/Dec/2022,https://jobwebkenya.com/jobs/research-officer-international-livestock-research-institute-ilri-2/,International Livestock Research Institute (ILRI)
ET Consultant at International Finance Corporation (IFC), 07/Dec/2022,https://jobwebkenya.com/jobs/et-consultant-international-finance-corporation-ifc/,International Finance Corporation (IFC)
Senior Software Engineer at Microsoft, 07/Dec/2022,https://jobwebkenya.com/jobs/senior-software-engineer-microsoft-5/,Microsoft
Security Manager at Fairmont Hotels & Resorts, 07/Dec/2022,https://jobwebkenya.com/jobs/security-manager-fairmont-hotels-resorts-3/,Fairmont Hotels & Resorts
Contracts Officer at Crown Agents Ltd, 07/Dec/2022,https://jobwebkenya.com/jobs/contracts-officer-crown-agents-ltd/,Crown Agents Ltd
Human Resources Consultant-WISH2ACTION Project at International Planned Parenthood Federation (IPPF), 07/Dec/2022,https://jobwebkenya.com/jobs/human-resources-consultant-wish2action-project-international-planned-parenthood-federation-ippf/,International Planned Parenthood Federation (IPPF)
Operations & Pricing Technical Manager at Old Mutual Kenya, 07/Dec/2022,https://jobwebkenya.com/jobs/operations-pricing-technical-manager-old-mutual-kenya/,Old Mutual Kenya
Product Development Officer at Old Mutual Kenya, 07/Dec/2022,https://jobwebkenya.com/jobs/product-development-officer-old-mutual-kenya/,Old Mutual Kenya
Expert for Kigali Implementation Plan in Ghana at United Nations Environment Programme (UNEP), 07/Dec/2022,https://jobwebkenya.com/jobs/expert-kigali-implementation-plan-ghana-united-nations-environment-programme-unep/,United Nations Environment Programme (UNEP)
Credit Evaluations & Collections Officer at Pezesha, 06/Dec/2022,https://jobwebkenya.com/jobs/credit-evaluations-collections-officer-pezesha/,Pezesha
Fraud Analyst at AAR Insurance, 06/Dec/2022,https://jobwebkenya.com/jobs/fraud-analyst-aar-insurance/,AAR Insurance
Head of Finance Shared Services at Britam, 06/Dec/2022,https://jobwebkenya.com/jobs/head-finance-shared-services-britam/,Britam
Project Assistant (Kakuma) at Alight, 06/Dec/2022,https://jobwebkenya.com/jobs/project-assistant-kakuma-alight/,Alight
Project Assistant (Nairobi) at Alight, 06/Dec/2022,https://jobwebkenya.com/jobs/project-assistant-nairobi-alight/,Alight
Submit CV’s – New Recruitment at Equity Afia Medical Centre – KISERIAN, 06/Dec/2022,https://jobwebkenya.com/jobs/submit-cvs-new-recruitment-equity-afia-medical-centre-kiserian-4/,Equity Afia Medical Centre – KISERIAN
Medical Officer – Nakuru at Equity Afia Medical Centre – KISERIAN, 06/Dec/2022,https://jobwebkenya.com/jobs/medical-officer-nakuru-equity-afia-medical-centre-kiserian-2/,Equity Afia Medical Centre – KISERIAN
Dentist – Nakuru at Equity Afia Medical Centre – KISERIAN, 06/Dec/2022,https://jobwebkenya.com/jobs/dentist-nakuru-equity-afia-medical-centre-kiserian/,Equity Afia Medical Centre – KISERIAN
Community Oral Health Officer – Nakuru at Equity Afia Medical Centre – KISERIAN, 06/Dec/2022,https://jobwebkenya.com/jobs/community-oral-health-officer-nakuru-equity-afia-medical-centre-kiserian/,Equity Afia Medical Centre – KISERIAN
Laboratory Technologist – Nakuru at Equity Afia Medical Centre – KISERIAN, 06/Dec/2022,https://jobwebkenya.com/jobs/laboratory-technologist-nakuru-equity-afia-medical-centre-kiserian/,Equity Afia Medical Centre – KISERIAN
Pharmaceutical Technologist – Nakuru at Equity Afia Medical Centre – KISERIAN, 06/Dec/2022,https://jobwebkenya.com/jobs/pharmaceutical-technologist-nakuru-equity-afia-medical-centre-kiserian/,Equity Afia Medical Centre – KISERIAN
Front Office Receptionist/ Cashier – Nakuru at Equity Afia Medical Centre – KISERIAN, 06/Dec/2022,https://jobwebkenya.com/jobs/front-office-receptionist-cashier-nakuru-equity-afia-medical-centre-kiserian/,Equity Afia Medical Centre – KISERIAN
Optometrist – Nakuru at Equity Afia Medical Centre – KISERIAN, 06/Dec/2022,https://jobwebkenya.com/jobs/optometrist-nakuru-equity-afia-medical-centre-kiserian/,Equity Afia Medical Centre – KISERIAN
Sonographer – Nakuru at Equity Afia Medical Centre – KISERIAN, 06/Dec/2022,https://jobwebkenya.com/jobs/sonographer-nakuru-equity-afia-medical-centre-kiserian/,Equity Afia Medical Centre – KISERIAN
Housekeeper – Nakuru at Equity Afia Medical Centre – KISERIAN, 06/Dec/2022,https://jobwebkenya.com/jobs/housekeeper-nakuru-equity-afia-medical-centre-kiserian/,Equity Afia Medical Centre – KISERIAN
Optometrist – Kisii at Equity Afia Medical Centre – KISERIAN, 06/Dec/2022,https://jobwebkenya.com/jobs/optometrist-kisii-equity-afia-medical-centre-kiserian/,Equity Afia Medical Centre – KISERIAN
Dental Assistant – Kisii at Equity Afia Medical Centre – KISERIAN, 06/Dec/2022,https://jobwebkenya.com/jobs/dental-assistant-kisii-equity-afia-medical-centre-kiserian/,Equity Afia Medical Centre – KISERIAN
Community Oral Health Officer – Kisii at Equity Afia Medical Centre – KISERIAN, 06/Dec/2022,https://jobwebkenya.com/jobs/community-oral-health-officer-kisii-equity-afia-medical-centre-kiserian/,Equity Afia Medical Centre – KISERIAN
Pharmaceutical Technologist – Kisii at Equity Afia Medical Centre – KISERIAN, 06/Dec/2022,https://jobwebkenya.com/jobs/pharmaceutical-technologist-kisii-equity-afia-medical-centre-kiserian/,Equity Afia Medical Centre – KISERIAN
Nurse – Nakuru at Equity Afia Medical Centre – KISERIAN, 06/Dec/2022,https://jobwebkenya.com/jobs/nurse-nakuru-equity-afia-medical-centre-kiserian/,Equity Afia Medical Centre – KISERIAN
Front Office Receptionist/ Cashier – Kisii at Equity Afia Medical Centre – KISERIAN, 06/Dec/2022,https://jobwebkenya.com/jobs/front-office-receptionist-cashier-kisii-equity-afia-medical-centre-kiserian/,Equity Afia Medical Centre – KISERIAN
Dentist – Utawala at Equity Afia Medical Centre – KISERIAN, 06/Dec/2022,https://jobwebkenya.com/jobs/dentist-utawala-equity-afia-medical-centre-kiserian/,Equity Afia Medical Centre – KISERIAN
Decentralized Procurement Specialist at Chemonics International, 06/Dec/2022,https://jobwebkenya.com/jobs/decentralized-procurement-specialist-chemonics-international/,Chemonics International
Fraud Investigator at M-Kopa Solar, 06/Dec/2022,https://jobwebkenya.com/jobs/fraud-investigator-m-kopa-solar-2/,M-Kopa Solar
Cook at Mount Kenya University, 06/Dec/2022,https://jobwebkenya.com/jobs/cook-mount-kenya-university-2/,Mount Kenya University
PHP/Laravel Developer at Intelligent Technologies Ltd, 06/Dec/2022,https://jobwebkenya.com/jobs/phplaravel-developer-intelligent-technologies-ltd/,Intelligent Technologies Ltd
Legal Officer at Yehu Microfinance Services Limited, 06/Dec/2022,https://jobwebkenya.com/jobs/legal-officer-yehu-microfinance-services-limited/,Yehu Microfinance Services Limited
Expos Assistant (Reliever) at Kenya Association of Manufacturers, 06/Dec/2022,https://jobwebkenya.com/jobs/expos-assistant-reliever-kenya-association-manufacturers/,Kenya Association of Manufacturers
Internal Auditor at Victoria Court, 06/Dec/2022,https://jobwebkenya.com/jobs/internal-auditor-victoria-court/,Victoria Court
"Relationship Manager – Financial Institutions, Saccos & Microfinance Institutions at HF Group", 06/Dec/2022,https://jobwebkenya.com/jobs/relationship-manager-financial-institutions-saccos-microfinance-institutions-hf-group/,HF Group
"Chief of Staff / Director, Office of the CEO at One Acre Fund", 06/Dec/2022,https://jobwebkenya.com/jobs/chief-staff-director-office-ceo-one-acre-fund/,One Acre Fund
Credit Control Assistant at Hotpoint Appliances Ltd, 06/Dec/2022,https://jobwebkenya.com/jobs/credit-control-assistant-hotpoint-appliances-ltd/,Hotpoint Appliances Ltd
Legal Officer at Africa International University, 06/Dec/2022,https://jobwebkenya.com/jobs/legal-officer-africa-international-university/, Africa International University
Medical Claims and Operations Manager at Old Mutual Kenya, 06/Dec/2022,https://jobwebkenya.com/jobs/medical-claims-operations-manager-old-mutual-kenya/,Old Mutual Kenya
Health Specialist (HMIS/M&E) at UNICEF, 06/Dec/2022,https://jobwebkenya.com/jobs/health-specialist-hmisme-unicef/,UNICEF
National Consultancy to Conduct a Comprehensive Market Survey of the Kenya Market at UNICEF, 06/Dec/2022,https://jobwebkenya.com/jobs/national-consultancy-conduct-comprehensive-market-survey-kenya-market-unicef/,UNICEF
"Global Access Program (GAP) Coordinator, West Africa at Roche Kenya", 06/Dec/2022,https://jobwebkenya.com/jobs/global-access-program-gap-coordinator-west-africa-roche-kenya/,Roche Kenya
EHS Officer (Mariakani) at Safal Group, 06/Dec/2022,https://jobwebkenya.com/jobs/ehs-officer-mariakani-safal-group/,Safal Group
IT Project lead at Asante Financial Services Group, 06/Dec/2022,https://jobwebkenya.com/jobs/project-lead-asante-financial-services-group/,Asante Financial Services Group
QSSK-DFC-Sales -Sales Engineer (Business Development)-Climate at Q-Sourcing Servtec Group, 06/Dec/2022,https://jobwebkenya.com/jobs/qssk-dfc-sales-sales-engineer-business-development-climate-q-sourcing-servtec-group/, Q-Sourcing Servtec Group
QSSK-KA-FFC-Freight -Forwarding Clerk at Q-Sourcing Servtec Group, 06/Dec/2022,https://jobwebkenya.com/jobs/qssk-ka-ffc-freight-forwarding-clerk-q-sourcing-servtec-group/, Q-Sourcing Servtec Group
QSSK-DGM-Business Manager at Q-Sourcing Servtec Group, 06/Dec/2022,https://jobwebkenya.com/jobs/qssk-dgm-business-manager-q-sourcing-servtec-group/, Q-Sourcing Servtec Group
QSSK-QSS-RC-Recruiter at Q-Sourcing Servtec Group, 06/Dec/2022,https://jobwebkenya.com/jobs/qssk-qss-rc-recruiter-q-sourcing-servtec-group-2/,Q-Sourcing Servtec Group
Head of Talent Development at African Entrepreneur Collective (AEC), 06/Dec/2022,https://jobwebkenya.com/jobs/head-talent-development-african-entrepreneur-collective-aec/,African Entrepreneur Collective (AEC)
Director of Policy and Advocacy at Mercy Corps, 06/Dec/2022,https://jobwebkenya.com/jobs/director-policy-advocacy-mercy-corps/,Mercy Corps
Country Director at Mercy Corps, 06/Dec/2022,https://jobwebkenya.com/jobs/country-director-mercy-corps-3/,Mercy Corps
Property Administrator at Corporate Staffing, 06/Dec/2022,https://jobwebkenya.com/jobs/property-administrator-corporate-staffing-2/,Corporate Staffing
Medical Oncologist at Aga Khan Development Network (AKDN), 06/Dec/2022,https://jobwebkenya.com/jobs/medical-oncologist-aga-khan-development-network-akdn-2/,Aga Khan Development Network (AKDN)
Market Research Executive at Kantar, 06/Dec/2022,https://jobwebkenya.com/jobs/market-research-executive-kantar/,Kantar
Technical Trainer – African Milling School at Buhler Group, 06/Dec/2022,https://jobwebkenya.com/jobs/technical-trainer-african-milling-school-buhler-group-2/, Buhler Group
Submit CV’s – Latest Recruitment at Corporate Staffing, 06/Dec/2022,https://jobwebkenya.com/jobs/at-corporate-staffing-2/,Corporate Staffing
Inside Sales Representative at Corporate Staffing, 06/Dec/2022,https://jobwebkenya.com/jobs/inside-sales-representative-corporate-staffing-2/,Corporate Staffing
Executive Assistant at Corporate Staffing, 06/Dec/2022,https://jobwebkenya.com/jobs/executive-assistant-corporate-staffing/,Corporate Staffing
Business Development Manager – Corporate Healthcare & Insurance at Corporate Staffing, 06/Dec/2022,https://jobwebkenya.com/jobs/business-development-manager-corporate-healthcare-insurance-corporate-staffing/,Corporate Staffing
Human Resource Officer at Corporate Staffing, 06/Dec/2022,https://jobwebkenya.com/jobs/human-resource-officer-corporate-staffing-3/,Corporate Staffing
Office Administrator at Corporate Staffing, 06/Dec/2022,https://jobwebkenya.com/jobs/office-administrator-corporate-staffing-3/,Corporate Staffing
Accountant at Corporate Staffing, 06/Dec/2022,https://jobwebkenya.com/jobs/accountant-corporate-staffing-6/,Corporate Staffing
General Manager at Corporate Staffing, 06/Dec/2022,https://jobwebkenya.com/jobs/general-manager-corporate-staffing-4/,Corporate Staffing
Consultant – WHO Pandemic Hub External Engagement at World Health Organization (WHO), 06/Dec/2022,https://jobwebkenya.com/jobs/consultant-pandemic-hub-external-engagement-world-health-organization/,World Health Organization (WHO)
Consultants – Investigator (Office of Internal Oversight Services) at World Health Organization (WHO), 06/Dec/2022,https://jobwebkenya.com/jobs/consultants-investigator-office-internal-oversight-services-world-health-organization/,World Health Organization (WHO)
Consultant – Health and Migration at World Health Organization (WHO), 06/Dec/2022,https://jobwebkenya.com/jobs/consultant-health-migration-world-health-organization/,World Health Organization (WHO)
Consultant – Learning Testing Specialist at World Health Organization (WHO), 06/Dec/2022,https://jobwebkenya.com/jobs/consultant-learning-testing-specialist-world-health-organization/,World Health Organization (WHO)
Restaurant Receptionist at Summit Human Resource & Marketing Consultant, 06/Dec/2022,https://jobwebkenya.com/jobs/restaurant-receptionist-summit-human-resource-marketing-consultant/,Summit Human Resource & Marketing Consultant
Customer Success Internship at Elloe, 06/Dec/2022,https://jobwebkenya.com/jobs/customer-success-internship-elloe/,Elloe
Collections Officer at Power Financial Wellness, 06/Dec/2022,https://jobwebkenya.com/jobs/collections-officer-power-financial-wellness/,Power Financial Wellness
"Director, GEDI – Global Strategy and Delivery at International Rescue Committee (IRC)", 06/Dec/2022,https://jobwebkenya.com/jobs/director-gedi-global-strategy-delivery-international-rescue-committee-irc/,International Rescue Committee (IRC)
Laundry Supervisor at Fairmont Hotels & Resorts, 06/Dec/2022,https://jobwebkenya.com/jobs/laundry-supervisor-fairmont-hotels-resorts/,Fairmont Hotels & Resorts
IT Intern at Fairmont Hotels & Resorts, 06/Dec/2022,https://jobwebkenya.com/jobs/intern-fairmont-hotels-resorts/,Fairmont Hotels & Resorts
Senior Accountant at GardaWorld, 06/Dec/2022,https://jobwebkenya.com/jobs/senior-accountant-gardaworld/,GardaWorld
Dispatch & Logistics Manager at Frank Management Consult Ltd, 06/Dec/2022,https://jobwebkenya.com/jobs/dispatch-logistics-manager-frank-management-consult-ltd/,Frank Management Consult Ltd
Actuarial Manager at Frank Management Consult Ltd, 06/Dec/2022,https://jobwebkenya.com/jobs/actuarial-manager-frank-management-consult-ltd/,Frank Management Consult Ltd
Actuarial Analysts at Kenbright Holdings, 06/Dec/2022,https://jobwebkenya.com/jobs/actuarial-analysts-kenbright-holdings/,Kenbright Holdings
Assistant Claims Officer at Kenbright Holdings, 06/Dec/2022,https://jobwebkenya.com/jobs/assistant-claims-officer-kenbright-holdings/,Kenbright Holdings
Senior Business Development Coordinator – Re-Advertisement at Plan International, 06/Dec/2022,https://jobwebkenya.com/jobs/senior-business-development-coordinator-re-advertisement-plan-international/,Plan International
Administration Officer at Gap Recruitment Services Limited, 06/Dec/2022,https://jobwebkenya.com/jobs/administration-officer-gap-recruitment-services-limited-2/,Gap Recruitment Services Limited
Corporate Sales Manager – Printing Product & Services at Gap Recruitment Services Limited, 06/Dec/2022,https://jobwebkenya.com/jobs/corporate-sales-manager-printing-product-services-gap-recruitment-services-limited-2/,Gap Recruitment Services Limited
Resident General Surgeon at Aga Khan Hospital Kisumu, 06/Dec/2022,https://jobwebkenya.com/jobs/resident-general-surgeon-aga-khan-hospital-kisumu/,Aga Khan Hospital Kisumu
Resident Anaesthesiologist at Aga Khan Hospital Kisumu, 06/Dec/2022,https://jobwebkenya.com/jobs/resident-anaesthesiologist-aga-khan-hospital-kisumu/,Aga Khan Hospital Kisumu
Procurement Associate at Shop Soko, 06/Dec/2022,https://jobwebkenya.com/jobs/procurement-associate-shop-soko/,Shop Soko
Quality Assurance Manager at Shop Soko, 06/Dec/2022,https://jobwebkenya.com/jobs/quality-assurance-manager-shop-soko/,Shop Soko
Process / Laboratory Chemist at Shop Soko, 06/Dec/2022,https://jobwebkenya.com/jobs/process-laboratory-chemist-shop-soko/,Shop Soko
"Chief of Unit, Finance, P4 at United Nations Office at Nairobi (UNON)", 06/Dec/2022,https://jobwebkenya.com/jobs/chief-unit-finance-p4-united-nations-office-nairobi-unon-2/,United Nations Office at Nairobi (UNON)
Demand Manager at KCB Bank Kenya, 06/Dec/2022,https://jobwebkenya.com/jobs/demand-manager-kcb-bank-kenya/,KCB Bank Kenya
